feature,inner_mean_gain_vs_static,inner_positive_vs_static_rate,inner_mean_regret_vs_oracle,inner_top1_hit_rate,outer_mode,outer_fold
input_cv,-0.010382696980035747,0.17142857142857143,0.05652177530734774,0.11428571428571428,loco,"('ETTm1', 96)"
router_multivar_channel_heterogeneity_cv,-0.011210897566560601,0.22857142857142856,0.05988971092125473,0.11428571428571428,loco,"('ETTm1', 96)"
router_time_near_zero_fraction,-0.012006893323975984,0.22857142857142856,0.06071999405205941,0.17142857142857143,loco,"('ETTm1', 96)"
router_timefreq_burstiness_index,-0.027454390927928268,0.2857142857142857,0.0785752428841719,0.17142857142857143,loco,"('ETTm1', 96)"
router_time_iqr_mad_ratio,-0.028034121717749674,0.11428571428571428,0.07921220454980747,0.11428571428571428,loco,"('ETTm1', 96)"
router_time_robust_scale_ratio,-0.03812817733353696,0.11428571428571428,0.08779205311547136,0.08571428571428572,loco,"('ETTm1', 96)"
router_freq_dominant_period_to_horizon_ratio,-0.03926404802115709,0.17142857142857143,0.09312538162745633,0.17142857142857143,loco,"('ETTm1', 96)"
router_timefreq_rolling_spectral_entropy_std,-0.041522811697664176,0.2571428571428571,0.09306929239092206,0.2,loco,"('ETTm1', 96)"
router_freq_harmonic_energy_ratio,-0.04883983125944387,0.11428571428571428,0.10140602062183186,0.17142857142857143,loco,"('ETTm1', 96)"
router_multivar_cross_channel_mean_abs_corr,-0.04919827431366084,0.08571428571428572,0.10239263327524006,0.17142857142857143,loco,"('ETTm1', 96)"
router_freq_seasonal_peak_strength,-0.0492705793223214,0.2,0.10181003088275993,0.11428571428571428,loco,"('ETTm1', 96)"
router_time_outlier_mass_z3,-0.06128113330498197,0.02857142857142857,0.11401726342550522,0.14285714285714285,loco,"('ETTm1', 96)"
router_multivar_channel_heterogeneity_cv,-0.003712177791480189,0.2857142857142857,0.0520395850654928,0.22857142857142856,loco,"('ETTm1', 288)"
router_time_near_zero_fraction,-0.0038622975000832806,0.3142857142857143,0.052194004172633285,0.2571428571428571,loco,"('ETTm1', 288)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.053792472273863426,0.22857142857142856,loco,"('ETTm1', 288)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05580551515414876,0.22857142857142856,loco,"('ETTm1', 288)"
router_multivar_target_channel_dominance,-0.007419725956571025,0.22857142857142856,0.05599500765987879,0.17142857142857143,loco,"('ETTm1', 288)"
input_cv,-0.024964717250226774,0.17142857142857143,0.07372307175310942,0.11428571428571428,loco,"('ETTm1', 288)"
router_time_iqr_mad_ratio,-0.028034121717749674,0.11428571428571428,0.07917002803317298,0.14285714285714285,loco,"('ETTm1', 288)"
router_timefreq_burstiness_index,-0.029216001277249826,0.14285714285714285,0.0803427156799459,0.11428571428571428,loco,"('ETTm1', 288)"
router_time_robust_scale_ratio,-0.04123196705064932,0.11428571428571428,0.09085184097719205,0.08571428571428572,loco,"('ETTm1', 288)"
router_timefreq_rolling_spectral_entropy_std,-0.04172062079937232,0.2571428571428571,0.09322158847316792,0.2,loco,"('ETTm1', 288)"
router_freq_dominant_period_to_horizon_ratio,-0.042949116971303054,0.14285714285714285,0.09688613197257649,0.14285714285714285,loco,"('ETTm1', 288)"
router_freq_harmonic_energy_ratio,-0.04883983125944387,0.11428571428571428,0.10136384410519737,0.2,loco,"('ETTm1', 288)"
router_freq_seasonal_peak_strength,-0.0492705793223214,0.2,0.10176785436612541,0.14285714285714285,loco,"('ETTm1', 288)"
router_multivar_cross_channel_mean_abs_corr,-0.05835621189152791,0.05714285714285714,0.11102706671021226,0.17142857142857143,loco,"('ETTm1', 288)"
router_time_outlier_mass_z3,-0.06128113330498197,0.02857142857142857,0.11397508690887072,0.17142857142857143,loco,"('ETTm1', 288)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.05121166674362164,0.22857142857142856,loco,"('ETTm1', 672)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05322470962390698,0.22857142857142856,loco,"('ETTm1', 672)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.0544301535388394,0.22857142857142856,loco,"('ETTm1', 672)"
router_multivar_channel_heterogeneity_cv,-0.01077321537598281,0.22857142857142856,0.056786443449964606,0.17142857142857143,loco,"('ETTm1', 672)"
router_time_near_zero_fraction,-0.010903924543981248,0.2571428571428571,0.056945050048403854,0.2,loco,"('ETTm1', 672)"
input_cv,-0.01541684334063941,0.05714285714285714,0.05899088671877484,0.2,loco,"('ETTm1', 672)"
router_freq_dominant_period_to_horizon_ratio,-0.021655792913741694,0.14285714285714285,0.06831898244023081,0.14285714285714285,loco,"('ETTm1', 672)"
router_time_iqr_mad_ratio,-0.028034121717749674,0.11428571428571428,0.0765892225029312,0.14285714285714285,loco,"('ETTm1', 672)"
router_timefreq_burstiness_index,-0.029216001277249826,0.14285714285714285,0.07776191014970411,0.11428571428571428,loco,"('ETTm1', 672)"
router_time_robust_scale_ratio,-0.040888065602367844,0.11428571428571428,0.08778386880440618,0.08571428571428572,loco,"('ETTm1', 672)"
router_timefreq_rolling_spectral_entropy_std,-0.04172062079937232,0.2571428571428571,0.09064078294292612,0.2,loco,"('ETTm1', 672)"
router_freq_harmonic_energy_ratio,-0.04883983125944387,0.11428571428571428,0.0987830385749556,0.2,loco,"('ETTm1', 672)"
router_freq_seasonal_peak_strength,-0.0492705793223214,0.2,0.09918704883588364,0.14285714285714285,loco,"('ETTm1', 672)"
router_multivar_cross_channel_mean_abs_corr,-0.05835621189152791,0.05714285714285714,0.10844626117997046,0.17142857142857143,loco,"('ETTm1', 672)"
router_time_outlier_mass_z3,-0.06128113330498197,0.02857142857142857,0.11139428137862895,0.17142857142857143,loco,"('ETTm1', 672)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.05345610145708497,0.22857142857142856,loco,"('ETTm2', 24)"
router_time_near_zero_fraction,-0.010654071575237973,0.2571428571428571,0.05569842329890229,0.2,loco,"('ETTm2', 24)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.05731529606710062,0.14285714285714285,loco,"('ETTm2', 24)"
router_time_robust_scale_ratio,-0.01268337817055775,0.11428571428571428,0.05780703595921944,0.14285714285714285,loco,"('ETTm2', 24)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07094972463529962,0.11428571428571428,loco,"('ETTm2', 24)"
router_timefreq_burstiness_index,-0.027969836392468226,0.2571428571428571,0.07317238159994563,0.2,loco,"('ETTm2', 24)"
router_time_iqr_mad_ratio,-0.03120557966414707,0.11428571428571428,0.07707264401279276,0.11428571428571428,loco,"('ETTm2', 24)"
router_freq_dominant_period_to_horizon_ratio,-0.04527166184912196,0.05714285714285714,0.09416687951130782,0.08571428571428572,loco,"('ETTm2', 24)"
router_timefreq_rolling_spectral_entropy_std,-0.04831400941529425,0.2571428571428571,0.09447535141827378,0.14285714285714285,loco,"('ETTm2', 24)"
router_time_late_early_level_shift,-0.052543919918471654,0.3142857142857143,0.0975396276209059,0.2,loco,"('ETTm2', 24)"
router_freq_harmonic_energy_ratio,-0.05386629786507973,0.2,0.10060630487299728,0.22857142857142856,loco,"('ETTm2', 24)"
router_freq_seasonal_peak_strength,-0.05429704592795725,0.2857142857142857,0.10101031513392532,0.17142857142857143,loco,"('ETTm2', 24)"
router_time_outlier_mass_z3,-0.058319293643443196,0.14285714285714285,0.10499395204654444,0.22857142857142856,loco,"('ETTm2', 24)"
router_multivar_cross_channel_mean_abs_corr,-0.06494960050744984,0.05714285714285714,0.11228082965531813,0.11428571428571428,loco,"('ETTm2', 24)"
input_volatility_ratio_late_early,-0.08876084463231641,0.2571428571428571,0.1383744999105833,0.22857142857142856,loco,"('ETTm2', 24)"
router_freq_seasonal_peak_strength,-0.0011864359193952524,0.11428571428571428,0.048136428191189184,0.22857142857142856,loco,"('ETTm2', 48)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.055478595374262314,0.22857142857142856,loco,"('ETTm2', 48)"
router_time_late_early_level_shift,-0.008762921105781038,0.22857142857142856,0.05588591637587228,0.11428571428571428,loco,"('ETTm2', 48)"
router_time_near_zero_fraction,-0.010654071575237973,0.2571428571428571,0.05772091721607964,0.2,loco,"('ETTm2', 48)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.05933778998427796,0.14285714285714285,loco,"('ETTm2', 48)"
router_time_robust_scale_ratio,-0.01268337817055775,0.11428571428571428,0.05982952987639678,0.14285714285714285,loco,"('ETTm2', 48)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07297221855247697,0.11428571428571428,loco,"('ETTm2', 48)"
router_time_iqr_mad_ratio,-0.02658040074732014,0.11428571428571428,0.07618394336792457,0.17142857142857143,loco,"('ETTm2', 48)"
input_volatility_ratio_late_early,-0.026654480448441625,0.2571428571428571,0.07624972581315381,0.22857142857142856,loco,"('ETTm2', 48)"
router_freq_harmonic_energy_ratio,-0.027403573333787092,0.0,0.07758445177199139,0.22857142857142856,loco,"('ETTm2', 48)"
router_timefreq_burstiness_index,-0.028573311225470188,0.14285714285714285,0.07816766193334738,0.14285714285714285,loco,"('ETTm2', 48)"
router_freq_dominant_period_to_horizon_ratio,-0.039719939906597855,0.17142857142857143,0.09196365075485713,0.17142857142857143,loco,"('ETTm2', 48)"
router_timefreq_rolling_spectral_entropy_std,-0.04365780287628395,0.22857142857142856,0.0937119824427017,0.17142857142857143,loco,"('ETTm2', 48)"
router_multivar_cross_channel_mean_abs_corr,-0.0496541661991016,0.08571428571428572,0.10123090240264085,0.17142857142857143,loco,"('ETTm2', 48)"
router_time_outlier_mass_z3,-0.06692154754804527,0.02857142857142857,0.11778400281515178,0.14285714285714285,loco,"('ETTm2', 48)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.053834648790497916,0.2,loco,"('ETTm2', 96)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05584769167078326,0.2,loco,"('ETTm2', 96)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.05705313558571568,0.2,loco,"('ETTm2', 96)"
router_time_near_zero_fraction,-0.010654071575237973,0.2571428571428571,0.059295457427533005,0.17142857142857143,loco,"('ETTm2', 96)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.06091233019573134,0.11428571428571428,loco,"('ETTm2', 96)"
router_timefreq_burstiness_index,-0.02426053525033005,0.34285714285714286,0.07527049904632215,0.22857142857142856,loco,"('ETTm2', 96)"
router_freq_seasonal_peak_strength,-0.025773206129625078,0.22857142857142856,0.07545305126866443,0.17142857142857143,loco,"('ETTm2', 96)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07454675876393035,0.08571428571428572,loco,"('ETTm2', 96)"
router_time_iqr_mad_ratio,-0.030190115982596914,0.17142857142857143,0.08138164361059144,0.08571428571428572,loco,"('ETTm2', 96)"
router_time_robust_scale_ratio,-0.030505260644323216,0.2,0.07962963025366886,0.17142857142857143,loco,"('ETTm2', 96)"
router_freq_harmonic_energy_ratio,-0.030968637449687954,0.0,0.08335521444150087,0.17142857142857143,loco,"('ETTm2', 96)"
router_timefreq_rolling_spectral_entropy_std,-0.041720620799372325,0.2571428571428571,0.09326376498980242,0.17142857142857143,loco,"('ETTm2', 96)"
router_freq_dominant_period_to_horizon_ratio,-0.04776906573437045,0.14285714285714285,0.10179224723553543,0.08571428571428572,loco,"('ETTm2', 96)"
router_multivar_cross_channel_mean_abs_corr,-0.05835621189152791,0.05714285714285714,0.11106924322684675,0.14285714285714285,loco,"('ETTm2', 96)"
router_time_outlier_mass_z3,-0.06538105287597484,0.02857142857142857,0.11816088328502149,0.14285714285714285,loco,"('ETTm2', 96)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.05176217384486826,0.22857142857142856,loco,"('ETTm2', 288)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05377521672515361,0.22857142857142856,loco,"('ETTm2', 288)"
router_time_iqr_mad_ratio,-0.008514938278691146,0.11428571428571428,0.055163155250353896,0.14285714285714285,loco,"('ETTm2', 288)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.05498066064008603,0.22857142857142856,loco,"('ETTm2', 288)"
router_time_near_zero_fraction,-0.010654071575237973,0.2571428571428571,0.05722298248190336,0.2,loco,"('ETTm2', 288)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.05883985525010168,0.14285714285714285,loco,"('ETTm2', 288)"
router_time_robust_scale_ratio,-0.01562809857976269,0.11428571428571428,0.06250196911656132,0.14285714285714285,loco,"('ETTm2', 288)"
router_freq_dominant_period_to_horizon_ratio,-0.018692331163640292,0.2571428571428571,0.06544124516473838,0.17142857142857143,loco,"('ETTm2', 288)"
router_timefreq_rolling_spectral_entropy_std,-0.0222014373603138,0.2571428571428571,0.06921471569034883,0.2,loco,"('ETTm2', 288)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07247428381830069,0.11428571428571428,loco,"('ETTm2', 288)"
router_timefreq_burstiness_index,-0.029216001277249826,0.14285714285714285,0.07831241725095074,0.11428571428571428,loco,"('ETTm2', 288)"
router_multivar_cross_channel_mean_abs_corr,-0.03883702845246939,0.05714285714285714,0.0870201939273932,0.17142857142857143,loco,"('ETTm2', 288)"
router_freq_seasonal_peak_strength,-0.044799313405608415,0.2,0.0949139482801955,0.14285714285714285,loco,"('ETTm2', 288)"
router_freq_harmonic_energy_ratio,-0.04895610665643491,0.11428571428571428,0.10061896583270917,0.2,loco,"('ETTm2', 288)"
router_time_outlier_mass_z3,-0.061281133304981986,0.02857142857142857,0.11194478847987556,0.17142857142857143,loco,"('ETTm2', 288)"
router_time_late_early_level_shift,-0.005241906959432966,0.3142857142857143,0.051645223710271394,0.22857142857142856,loco,"('ETTm2', 672)"
input_volatility_ratio_late_early,-0.007135297009383097,0.2571428571428571,0.05365826659055674,0.22857142857142856,loco,"('ETTm2', 672)"
router_time_iqr_mad_ratio,-0.008514938278691146,0.11428571428571428,0.05504620511575702,0.14285714285714285,loco,"('ETTm2', 672)"
router_multivar_target_channel_dominance,-0.008529773513436638,0.2857142857142857,0.05486371050548917,0.22857142857142856,loco,"('ETTm2', 672)"
router_time_near_zero_fraction,-0.010654071575237973,0.2571428571428571,0.05710603234730648,0.2,loco,"('ETTm2', 672)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394578,0.2,0.05872290511550481,0.14285714285714285,loco,"('ETTm2', 672)"
router_time_robust_scale_ratio,-0.015437535948081034,0.11428571428571428,0.062168580089804894,0.14285714285714285,loco,"('ETTm2', 672)"
router_freq_dominant_period_to_horizon_ratio,-0.021655792913741694,0.14285714285714285,0.06875253940688057,0.14285714285714285,loco,"('ETTm2', 672)"
router_timefreq_rolling_spectral_entropy_std,-0.0222014373603138,0.2571428571428571,0.06909776555575196,0.2,loco,"('ETTm2', 672)"
input_cv,-0.02577853821964058,0.17142857142857143,0.07235733368370381,0.11428571428571428,loco,"('ETTm2', 672)"
router_timefreq_burstiness_index,-0.029216001277249826,0.14285714285714285,0.07819546711635386,0.11428571428571428,loco,"('ETTm2', 672)"
router_multivar_cross_channel_mean_abs_corr,-0.03883702845246939,0.05714285714285714,0.08690324379279632,0.17142857142857143,loco,"('ETTm2', 672)"
router_freq_harmonic_energy_ratio,-0.04883983125944387,0.11428571428571428,0.09921659554160533,0.2,loco,"('ETTm2', 672)"
router_freq_seasonal_peak_strength,-0.049270579322321394,0.2,0.09962060580253337,0.14285714285714285,loco,"('ETTm2', 672)"
router_time_outlier_mass_z3,-0.061281133304981986,0.02857142857142857,0.11182783834527868,0.17142857142857143,loco,"('ETTm2', 672)"
router_freq_seasonal_peak_strength,-0.0027487295619638,0.22857142857142856,0.05053302922120926,0.17142857142857143,loco,"('Solar1', 24)"
input_volatility_ratio_late_early,-0.004333349103639469,0.3142857142857143,0.0521653733901189,0.2857142857142857,loco,"('Solar1', 24)"
router_time_late_early_level_shift,-0.008615036838991395,0.22857142857142856,0.056604961716318895,0.14285714285714285,loco,"('Solar1', 24)"
router_multivar_target_channel_dominance,-0.011097924962022814,0.2571428571428571,0.05904682107753495,0.2,loco,"('Solar1', 24)"
router_time_near_zero_fraction,-0.01213604131650187,0.22857142857142856,0.06009095687179841,0.17142857142857143,loco,"('Solar1', 24)"
router_multivar_channel_heterogeneity_cv,-0.013112574691271856,0.22857142857142856,0.06110619725484026,0.14285714285714285,loco,"('Solar1', 24)"
input_cv,-0.01579896637768498,0.17142857142857143,0.06123881293366888,0.14285714285714285,loco,"('Solar1', 24)"
router_time_robust_scale_ratio,-0.01928904155095545,0.11428571428571428,0.06725568409042124,0.11428571428571428,loco,"('Solar1', 24)"
router_timefreq_rolling_spectral_entropy_std,-0.026122964339862116,0.2571428571428571,0.07643081675388452,0.2,loco,"('Solar1', 24)"
router_freq_harmonic_energy_ratio,-0.028453270897382442,0.0,0.07947300337791342,0.2,loco,"('Solar1', 24)"
router_timefreq_burstiness_index,-0.0291448767073767,0.14285714285714285,0.07956624956471932,0.08571428571428572,loco,"('Solar1', 24)"
router_time_iqr_mad_ratio,-0.03463978509814737,0.11428571428571428,0.08506381855237855,0.11428571428571428,loco,"('Solar1', 24)"
router_freq_dominant_period_to_horizon_ratio,-0.04004443129755537,0.17142857142857143,0.09315830423435636,0.17142857142857143,loco,"('Solar1', 24)"
router_multivar_cross_channel_mean_abs_corr,-0.06077378819261541,0.14285714285714285,0.11275858728518717,0.08571428571428572,loco,"('Solar1', 24)"
router_time_outlier_mass_z3,-0.08412253922796996,0.02857142857142857,0.13569742546905095,0.02857142857142857,loco,"('Solar1', 24)"
router_freq_seasonal_peak_strength,-0.004009271545238025,0.17142857142857143,0.05187737133499092,0.11428571428571428,loco,"('Solar1', 96)"
input_volatility_ratio_late_early,-0.005682666798672018,0.2857142857142857,0.053605413217170064,0.2857142857142857,loco,"('Solar1', 96)"
router_time_late_early_level_shift,-0.009964354534023943,0.2,0.058045001543370056,0.14285714285714285,loco,"('Solar1', 96)"
router_multivar_target_channel_dominance,-0.01244724265705536,0.22857142857142856,0.06048686090458611,0.2,loco,"('Solar1', 96)"
router_time_near_zero_fraction,-0.013485359011534416,0.2,0.06153099669884957,0.17142857142857143,loco,"('Solar1', 96)"
router_multivar_channel_heterogeneity_cv,-0.014461892386304404,0.2,0.06254623708189143,0.14285714285714285,loco,"('Solar1', 96)"
input_cv,-0.016749201468563485,0.14285714285714285,0.0622694409878319,0.11428571428571428,loco,"('Solar1', 96)"
router_time_robust_scale_ratio,-0.020638359245988,0.08571428571428572,0.06869572391747239,0.11428571428571428,loco,"('Solar1', 96)"
router_timefreq_rolling_spectral_entropy_std,-0.02747228203489466,0.22857142857142856,0.07787085658093568,0.2,loco,"('Solar1', 96)"
router_freq_harmonic_energy_ratio,-0.028453270897382442,0.0,0.07953025667843926,0.2,loco,"('Solar1', 96)"
router_timefreq_burstiness_index,-0.030494194402409247,0.11428571428571428,0.08100628939177049,0.08571428571428572,loco,"('Solar1', 96)"
router_time_iqr_mad_ratio,-0.03598910279317991,0.08571428571428572,0.0865038583794297,0.11428571428571428,loco,"('Solar1', 96)"
router_freq_dominant_period_to_horizon_ratio,-0.04149539600087352,0.14285714285714285,0.0947961546501806,0.17142857142857143,loco,"('Solar1', 96)"
router_multivar_cross_channel_mean_abs_corr,-0.06035181645217617,0.14285714285714285,0.11238481782043326,0.08571428571428572,loco,"('Solar1', 96)"
router_time_outlier_mass_z3,-0.0837005674875307,0.02857142857142857,0.135323656004297,0.02857142857142857,loco,"('Solar1', 96)"
router_freq_seasonal_peak_strength,-0.002655925120037569,0.22857142857142856,0.05113827197037557,0.17142857142857143,loco,"('Solar2', 24)"
input_volatility_ratio_late_early,-0.004769385008387218,0.3142857142857143,0.05331057645595259,0.2857142857142857,loco,"('Solar2', 24)"
router_time_late_early_level_shift,-0.009051072743739143,0.22857142857142856,0.05775016478215258,0.14285714285714285,loco,"('Solar2', 24)"
router_time_near_zero_fraction,-0.010654071575237975,0.2571428571428571,0.059251006359411065,0.2,loco,"('Solar2', 24)"
router_multivar_target_channel_dominance,-0.012078025275392923,0.22857142857142856,0.060740121737328436,0.14285714285714285,loco,"('Solar2', 24)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394577,0.2,0.06086787912760938,0.14285714285714285,loco,"('Solar2', 24)"
router_time_robust_scale_ratio,-0.01268337817055775,0.11428571428571428,0.0613596190197282,0.14285714285714285,loco,"('Solar2', 24)"
input_cv,-0.01570616193575875,0.17142857142857143,0.0618440556828352,0.14285714285714285,loco,"('Solar2', 24)"
router_time_iqr_mad_ratio,-0.028034121717749678,0.11428571428571428,0.07916775348168553,0.14285714285714285,loco,"('Solar2', 24)"
router_freq_harmonic_energy_ratio,-0.028453270897382442,0.0,0.08016423847891815,0.2,loco,"('Solar2', 24)"
router_timefreq_burstiness_index,-0.029580912612124446,0.14285714285714285,0.08071145263055302,0.08571428571428572,loco,"('Solar2', 24)"
router_freq_dominant_period_to_horizon_ratio,-0.040546092942771825,0.14285714285714285,0.09436304452993459,0.14285714285714285,loco,"('Solar2', 24)"
router_timefreq_rolling_spectral_entropy_std,-0.04178515924463975,0.2571428571428571,0.093286597137705,0.2,loco,"('Solar2', 24)"
router_multivar_cross_channel_mean_abs_corr,-0.05959532116295152,0.14285714285714285,0.11228121799370228,0.08571428571428572,loco,"('Solar2', 24)"
router_time_outlier_mass_z3,-0.08294407219830607,0.02857142857142857,0.13522005617756602,0.02857142857142857,loco,"('Solar2', 24)"
router_freq_seasonal_peak_strength,-0.002437512495857975,0.22857142857142856,0.05043400202695267,0.17142857142857143,loco,"('Solar2', 96)"
input_volatility_ratio_late_early,-0.005208429218879165,0.2857142857142857,0.05327744709695532,0.2857142857142857,loco,"('Solar2', 96)"
router_time_late_early_level_shift,-0.009490116954231092,0.2,0.057717035423155316,0.14285714285714285,loco,"('Solar2', 96)"
router_time_near_zero_fraction,-0.010654071575237975,0.2571428571428571,0.058775454708427335,0.2,loco,"('Solar2', 96)"
router_multivar_channel_heterogeneity_cv,-0.012227535009394577,0.2,0.06039232747662566,0.14285714285714285,loco,"('Solar2', 96)"
router_multivar_target_channel_dominance,-0.012544351045003517,0.22857142857142856,0.060740121737328436,0.14285714285714285,loco,"('Solar2', 96)"
router_time_robust_scale_ratio,-0.01268337817055775,0.11428571428571428,0.060884067368744486,0.14285714285714285,loco,"('Solar2', 96)"
input_cv,-0.015487749311579159,0.17142857142857143,0.0611397857394123,0.14285714285714285,loco,"('Solar2', 96)"
router_time_iqr_mad_ratio,-0.028034121717749678,0.11428571428571428,0.0786922018307018,0.14285714285714285,loco,"('Solar2', 96)"
router_freq_harmonic_energy_ratio,-0.028453270897382442,0.0,0.07968868682793444,0.2,loco,"('Solar2', 96)"
router_timefreq_burstiness_index,-0.030019956822616396,0.11428571428571428,0.08067832327155575,0.08571428571428572,loco,"('Solar2', 96)"
router_freq_dominant_period_to_horizon_ratio,-0.04149539600087352,0.14285714285714285,0.09495458479967576,0.17142857142857143,loco,"('Solar2', 96)"
router_timefreq_rolling_spectral_entropy_std,-0.04156674662046015,0.2571428571428571,0.09258232719428211,0.2,loco,"('Solar2', 96)"
router_multivar_cross_channel_mean_abs_corr,-0.05783396510139982,0.14285714285714285,0.1099845920675594,0.08571428571428572,loco,"('Solar2', 96)"
router_time_outlier_mass_z3,-0.08118271613675437,0.02857142857142857,0.13292343025142314,0.02857142857142857,loco,"('Solar2', 96)"
router_freq_seasonal_peak_strength,-0.002411919093202798,0.22857142857142856,0.050633891445937225,0.17142857142857143,loco,"('Solar3', 24)"
input_volatility_ratio_late_early,-0.004817515481952991,0.3142857142857143,0.053102307643423115,0.2857142857142857,loco,"('Solar3', 24)"
router_time_late_early_level_shift,-0.009099203217304917,0.22857142857142856,0.05754189596962311,0.14285714285714285,loco,"('Solar3', 24)"
router_time_near_zero_fraction,-0.01064206587740951,0.2857142857142857,0.05901758192867217,0.2,loco,"('Solar3', 24)"
router_multivar_target_channel_dominance,-0.011582091340336335,0.2571428571428571,0.059983755330839154,0.2,loco,"('Solar3', 24)"
router_time_robust_scale_ratio,-0.01268337817055775,0.11428571428571428,0.061105184105892656,0.14285714285714285,loco,"('Solar3', 24)"
router_multivar_channel_heterogeneity_cv,-0.013596741069585376,0.22857142857142856,0.06204313150814447,0.14285714285714285,loco,"('Solar3', 24)"
